ClientID,CompanyNameOriginal,CompanyNameNormalized,BusinessStreet1,BusinessStreet2,BusinessCity,BusinessState,BusinessPostalCode,MainPhone,EmailAddress,WebPage,ClientNotes
PLACEHOLDER_75499488,Amona Buchler (Placeholder),amona buchler placeholder,,,,,,,,,Placeholder record created for unmatched case MLC153 (Original Owner: Amona Buchler)
PLACEHOLDER_ae6dbfc1,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC154 (Original Owner: Ivy Park Homes)
PLACEHOLDER_db11bb40,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC155 (Original Owner: Ivy Park Homes)
PLACEHOLDER_6a728e67,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC156 (Original Owner: Ivy Park Homes)
PLACEHOLDER_6685ce5d,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC157 (Original Owner: Ivy Park Homes)
PLACEHOLDER_a67064a5,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC158 (Original Owner: Ivy Park Homes)
PLACEHOLDER_502cc787,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC159 (Original Owner: Ivy Park Homes)
PLACEHOLDER_3e73fd8c,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC160 (Original Owner: Ivy Park Homes)
PLACEHOLDER_3bb715a0,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC161 (Original Owner: Ivy Park Homes)
PLACEHOLDER_c7ce76a6,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC162 (Original Owner: Ivy Park Homes)
PLACEHOLDER_58556dc3,3548 W 15th Street LLC (Placeholder),3548 w 15th street placeholder,,,,,,,,,Placeholder record created for unmatched case CKO038 (Original Owner: 3548 W 15th Street LLC)
PLACEHOLDER_72af237a,3548 W 15th Street LLC (Placeholder),3548 w 15th street placeholder,,,,,,,,,Placeholder record created for unmatched case CKO039 (Original Owner: 3548 W 15th Street LLC)
PLACEHOLDER_ee7591bb,OGSSP LLC (Placeholder),ogssp placeholder,,,,,,,,,Placeholder record created for unmatched case CKO040 (Original Owner: OGSSP LLC)
PLACEHOLDER_17e45470,OGSSP LLC (Placeholder),ogssp placeholder,,,,,,,,,Placeholder record created for unmatched case CKO041 (Original Owner: OGSSP LLC)
PLACEHOLDER_a2721cc2,15th Avenue Properties LLC (Placeholder),15th avenue placeholder,,,,,,,,,Placeholder record created for unmatched case CKO042 (Original Owner: 15th Avenue Properties LLC)
PLACEHOLDER_486b10b9,5655 W Fullerton LLC (Placeholder),5655 w fullerton placeholder,,,,,,,,,Placeholder record created for unmatched case SPM032 (Original Owner: 5655 W Fullerton LLC)
PLACEHOLDER_867d8e87,Melody Holdings LLC (Placeholder),melody placeholder,,,,,,,,,Placeholder record created for unmatched case SPM033 (Original Owner: Melody Holdings LLC)
PLACEHOLDER_561ac8ee,6301 N. Fairfield LLC (Placeholder),6301 n fairfield placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI062 (Original Owner: 6301 N. Fairfield LLC)
PLACEHOLDER_34dd345a,4500 Fullerton LLC (Placeholder),4500 fullerton placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI063 (Original Owner: 4500 Fullerton LLC)
PLACEHOLDER_7830899b,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC163 (Original Owner: Ivy Park Homes)
PLACEHOLDER_35cb5378,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC164 (Original Owner: Ivy Park Homes)
PLACEHOLDER_ad995647,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC165 (Original Owner: Ivy Park Homes)
PLACEHOLDER_e7e96c18,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC166 (Original Owner: Ivy Park Homes)
PLACEHOLDER_b760eff4,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC167 (Original Owner: Ivy Park Homes)
PLACEHOLDER_b2a77d5e,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC168 (Original Owner: Ivy Park Homes)
PLACEHOLDER_16477638,TOVIA BAT-LEAH TRUST (Placeholder),tovia bat leah trust placeholder,,,,,,,,,Placeholder record created for unmatched case MLC169 (Original Owner: TOVIA BAT-LEAH TRUST)
PLACEHOLDER_6fa8d642,3129 Augusta LLC (Placeholder),3129 augusta placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI064 (Original Owner: 3129 Augusta LLC)
PLACEHOLDER_fdb6c1ad,"7300 North Avenue, LP (Placeholder)",7300 north avenue placeholder,,,,,,,,,"Placeholder record created for unmatched case PM007 (Original Owner: 7300 North Avenue, LP)"
PLACEHOLDER_a4a0ba4e,"7300 North Avenue, LP (Placeholder)",7300 north avenue placeholder,,,,,,,,,"Placeholder record created for unmatched case PM008 (Original Owner: 7300 North Avenue, LP)"
PLACEHOLDER_6c2217d4,4929 South Vincennes LLC (Placeholder),4929 south vincennes placeholder,,,,,,,,,Placeholder record created for unmatched case CKO045 (Original Owner: 4929 South Vincennes LLC)
PLACEHOLDER_09adaba0,1124 W Wilson Investors LLC (Placeholder),1124 w wilson investors placeholder,,,,,,,,,Placeholder record created for unmatched case CM003 (Original Owner: 1124 W Wilson Investors LLC)
PLACEHOLDER_fea5c5b2,Melody Holdings LLC (Placeholder),melody placeholder,,,,,,,,,Placeholder record created for unmatched case SPM038 (Original Owner: Melody Holdings LLC)
PLACEHOLDER_b0888ec5,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC170 (Original Owner: Ivy Park Homes)
PLACEHOLDER_b7bfc97f,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC171 (Original Owner: Ivy Park Homes)
PLACEHOLDER_5ae01c7b,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC172 (Original Owner: Ivy Park Homes)
PLACEHOLDER_b2d9933f,Multi Manage LLC (Placeholder),multi manage placeholder,,,,,,,,,Placeholder record created for unmatched case HC004 (Original Owner: Multi Manage LLC)
PLACEHOLDER_0c2bf3dd,4823 W 157th Street LLC (Placeholder),4823 w 157th street placeholder,,,,,,,,,Placeholder record created for unmatched case APC068 (Original Owner: 4823 W 157th Street LLC)
PLACEHOLDER_4187d659,Deshe at Knox LLC (Placeholder),deshe at knox placeholder,,,,,,,,,Placeholder record created for unmatched case APC071 (Original Owner: Deshe at Knox LLC)
PLACEHOLDER_fdcb35cd,Paulina Investment Group LLC (Placeholder),paulina investment placeholder,,,,,,,,,Placeholder record created for unmatched case MLC173 (Original Owner: Paulina Investment Group LLC)
PLACEHOLDER_497a190d,Sweet Home Properties (Placeholder),sweet home placeholder,,,,,,,,,Placeholder record created for unmatched case MLC174 (Original Owner: Sweet Home Properties)
PLACEHOLDER_7497f60b,5655 W Fullerton LLC (Placeholder),5655 w fullerton placeholder,,,,,,,,,Placeholder record created for unmatched case SPM039 (Original Owner: 5655 W Fullerton LLC)
PLACEHOLDER_40e48508,804 PROPERTIES LLC (Placeholder),804 placeholder,,,,,,,,,Placeholder record created for unmatched case CKO049 (Original Owner: 804 PROPERTIES LLC)
PLACEHOLDER_e6575d2e,804 PROPERTIES LLC (Placeholder),804 placeholder,,,,,,,,,Placeholder record created for unmatched case CKO050 (Original Owner: 804 PROPERTIES LLC)
PLACEHOLDER_de4b16f6,6033 S Michigan LLC (Placeholder),6033 s michigan placeholder,,,,,,,,,Placeholder record created for unmatched case CKO051 (Original Owner: 6033 S Michigan LLC)
PLACEHOLDER_c7486b5c,6033 S Michigan LLC (Placeholder),6033 s michigan placeholder,,,,,,,,,Placeholder record created for unmatched case CKO052 (Original Owner: 6033 S Michigan LLC)
PLACEHOLDER_164f3167,7800 S Exchange LLC (Placeholder),7800 s exchange placeholder,,,,,,,,,Placeholder record created for unmatched case CKO053 (Original Owner: 7800 S Exchange LLC)
PLACEHOLDER_2965c14a,OGSSP LLC (Placeholder),ogssp placeholder,,,,,,,,,Placeholder record created for unmatched case CKO054 (Original Owner: OGSSP LLC)
PLACEHOLDER_e82b9b42,6837 S Clyde LLC (Placeholder),6837 s clyde placeholder,,,,,,,,,Placeholder record created for unmatched case CKO055 (Original Owner: 6837 S Clyde LLC)
PLACEHOLDER_95d705ee,JAM RE LLC (Placeholder),jam re placeholder,,,,,,,,,Placeholder record created for unmatched case SVN009 (Original Owner: JAM RE LLC)
PLACEHOLDER_2bea0c6a,RFIT INVESTMENTS LLC (Placeholder),rfit placeholder,,,,,,,,,Placeholder record created for unmatched case SVN010 (Original Owner: RFIT INVESTMENTS LLC)
PLACEHOLDER_1235fa55,Lesia Levandovska (Placeholder),lesia levandovska placeholder,,,,,,,,,Placeholder record created for unmatched case LL001 (Original Owner: Lesia Levandovska)
PLACEHOLDER_fc8c4f15,Indahp LLC (Placeholder),indahp placeholder,,,,,,,,,Placeholder record created for unmatched case DL001 (Original Owner: Indahp LLC)
PLACEHOLDER_3f3b4a36,Indahp LLC (Placeholder),indahp placeholder,,,,,,,,,Placeholder record created for unmatched case DL002 (Original Owner: Indahp LLC)
PLACEHOLDER_9deb1e42,Indahp LLC (Placeholder),indahp placeholder,,,,,,,,,Placeholder record created for unmatched case DL003 (Original Owner: Indahp LLC)
PLACEHOLDER_681e0103,6901-6949 S Paxton LLC (Placeholder),6901 6949 s paxton placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI065 (Original Owner: 6901-6949 S Paxton LLC)
PLACEHOLDER_b7d1a21c,6901-6949 S Paxton LLC (Placeholder),6901 6949 s paxton placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI066 (Original Owner: 6901-6949 S Paxton LLC)
PLACEHOLDER_106f4c00,Jackson Park Portfolio LLC (Placeholder),jackson park portfolio placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI067 (Original Owner: Jackson Park Portfolio LLC)
PLACEHOLDER_c98251c7,Jackson Park Portfolio LLC (Placeholder),jackson park portfolio placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI068 (Original Owner: Jackson Park Portfolio LLC)
PLACEHOLDER_9a3bcff6,Jackson Park Portfolio LLC (Placeholder),jackson park portfolio placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI069 (Original Owner: Jackson Park Portfolio LLC)
PLACEHOLDER_d776ee8e,"Building Cornell, LLC (Placeholder)",building cornell placeholder,,,,,,,,,"Placeholder record created for unmatched case HIFI070 (Original Owner: Building Cornell, LLC)"
PLACEHOLDER_45579a64,Deshe at Little Village LP (Placeholder),deshe at little village placeholder,,,,,,,,,Placeholder record created for unmatched case APC073 (Original Owner: Deshe at Little Village LP)
PLACEHOLDER_d097ce7d,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC176 (Original Owner: Ivy Park Homes)
PLACEHOLDER_087e3e17,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC177 (Original Owner: Ivy Park Homes)
PLACEHOLDER_3a85a8d5,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC178 (Original Owner: Ivy Park Homes)
PLACEHOLDER_54c1e466,Glenwood LLC (Placeholder),glenwood placeholder,,,,,,,,,Placeholder record created for unmatched case MLC179 (Original Owner: Glenwood LLC)
PLACEHOLDER_d85f3902,Glenwood LLC (Placeholder),glenwood placeholder,,,,,,,,,Placeholder record created for unmatched case MLC180 (Original Owner: Glenwood LLC)
PLACEHOLDER_ccb4f857,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC181 (Original Owner: Ivy Park Homes)
PLACEHOLDER_c413a735,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC182 (Original Owner: Ivy Park Homes)
PLACEHOLDER_4338383f,544 East 80th LLC (Placeholder),544 east 80th placeholder,,,,,,,,,Placeholder record created for unmatched case CKO056 (Original Owner: 544 East 80th LLC)
PLACEHOLDER_b3999519,544 East 80th LLC (Placeholder),544 east 80th placeholder,,,,,,,,,Placeholder record created for unmatched case CKO057 (Original Owner: 544 East 80th LLC)
PLACEHOLDER_aa338e04,544 East 80th LLC (Placeholder),544 east 80th placeholder,,,,,,,,,Placeholder record created for unmatched case CKO058 (Original Owner: 544 East 80th LLC)
PLACEHOLDER_5cf65e88,544 East 80th LLC (Placeholder),544 east 80th placeholder,,,,,,,,,Placeholder record created for unmatched case CKO059 (Original Owner: 544 East 80th LLC)
PLACEHOLDER_773bccbd,MGK Holdings LLC (Placeholder),mgk placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI072 (Original Owner: MGK Holdings LLC)
PLACEHOLDER_472e624f,6901-6949 S Paxton LLC (Placeholder),6901 6949 s paxton placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI073 (Original Owner: 6901-6949 S Paxton LLC)
PLACEHOLDER_0b50091f,"MF6, LLC (Placeholder)",mf6 placeholder,,,,,,,,,"Placeholder record created for unmatched case HIFI074 (Original Owner: MF6, LLC)"
PLACEHOLDER_5245f3aa,"TJK Oglesby, LLC (Placeholder)",tjk oglesby placeholder,,,,,,,,,"Placeholder record created for unmatched case HIFI075 (Original Owner: TJK Oglesby, LLC)"
PLACEHOLDER_5463ccae,"TJK Oglesby, LLC (Placeholder)",tjk oglesby placeholder,,,,,,,,,"Placeholder record created for unmatched case HIFI076 (Original Owner: TJK Oglesby, LLC)"
PLACEHOLDER_f7e9205a,Eagle OZ (Placeholder),eagle oz placeholder,,,,,,,,,Placeholder record created for unmatched case HIFI077 (Original Owner: Eagle OZ)
PLACEHOLDER_998aa858,ABC TOKENS SERIES LLC 5749 W AUGUSTA BLVD (Placeholder),abc tokens series 5749 w augusta blvd placeholder,,,,,,,,,Placeholder record created for unmatched case SVN011 (Original Owner: ABC TOKENS SERIES LLC 5749 W AUGUSTA BLVD)
PLACEHOLDER_137d8df1,"NRF V2 - Nagle, LLC (Placeholder)",nrf v2 nagle placeholder,,,,,,,,,"Placeholder record created for unmatched case SVN012 (Original Owner: NRF V2 - Nagle, LLC)"
PLACEHOLDER_4476b219,MAJ RE LLC (Placeholder),maj re placeholder,,,,,,,,,Placeholder record created for unmatched case SVN013 (Original Owner: MAJ RE LLC)
PLACEHOLDER_953b7b1b,722 N Austin LLC (Placeholder),722 n austin placeholder,,,,,,,,,Placeholder record created for unmatched case MES001 (Original Owner: 722 N Austin LLC)
PLACEHOLDER_92090c2f,Deshe at Knox LLC (Placeholder),deshe at knox placeholder,,,,,,,,,Placeholder record created for unmatched case APC075 (Original Owner: Deshe at Knox LLC)
PLACEHOLDER_5169f7c0,Deshe at Knox LLC (Placeholder),deshe at knox placeholder,,,,,,,,,Placeholder record created for unmatched case APC076 (Original Owner: Deshe at Knox LLC)
PLACEHOLDER_6aef22e9,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC183 (Original Owner: Ivy Park Homes)
PLACEHOLDER_62044f44,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC184 (Original Owner: Ivy Park Homes)
PLACEHOLDER_e715c98f,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC185 (Original Owner: Ivy Park Homes)
PLACEHOLDER_85e8e38f,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC186 (Original Owner: Ivy Park Homes)
PLACEHOLDER_5e70013a,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC187 (Original Owner: Ivy Park Homes)
PLACEHOLDER_a1485dcb,1756 West Sunnyside LLC (Placeholder),1756 west sunnyside placeholder,,,,,,,,,Placeholder record created for unmatched case MLC188 (Original Owner: 1756 West Sunnyside LLC)
PLACEHOLDER_c9ecfa31,Bee Zee Properties (Placeholder),bee zee placeholder,,,,,,,,,Placeholder record created for unmatched case MLC189 (Original Owner: Bee Zee Properties)
PLACEHOLDER_5bef371c,Symphony Holdings LLC (Placeholder),symphony placeholder,,,,,,,,,Placeholder record created for unmatched case SPM042 (Original Owner: Symphony Holdings LLC)
PLACEHOLDER_73ca32b3,Elziv Investment LLC (Placeholder),elziv investment placeholder,,,,,,,,,Placeholder record created for unmatched case SPM043 (Original Owner: Elziv Investment LLC)
PLACEHOLDER_a492c9bf,Melody Holdings LLC (Placeholder),melody placeholder,,,,,,,,,Placeholder record created for unmatched case SPM044 (Original Owner: Melody Holdings LLC)
PLACEHOLDER_6bee15c3,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO060 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_c7a40002,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO061 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_22d11a71,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO062 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_66539ab0,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO063 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_f3b65860,GRV 7031-41 S MERRILL LLC (Placeholder),grv 7031 41 s merrill placeholder,,,,,,,,,Placeholder record created for unmatched case CKO064 (Original Owner: GRV 7031-41 S MERRILL LLC)
PLACEHOLDER_9685a448,GRV JACKSON PK LLLC (Placeholder),grv jackson pk lllc placeholder,,,,,,,,,Placeholder record created for unmatched case CKO065 (Original Owner: GRV JACKSON PK LLLC)
PLACEHOLDER_9a534a5a,GRV JACKSON PK LLLC (Placeholder),grv jackson pk lllc placeholder,,,,,,,,,Placeholder record created for unmatched case CKO066 (Original Owner: GRV JACKSON PK LLLC)
PLACEHOLDER_441e9f87,Anthony Beck (Placeholder),anthony beck placeholder,,,,,,,,,Placeholder record created for unmatched case CKO067 (Original Owner: Anthony Beck)
PLACEHOLDER_960627b6,California B LLC (Placeholder),california b placeholder,,,,,,,,,Placeholder record created for unmatched case SVN015 (Original Owner: California B LLC)
PLACEHOLDER_b347d406,ABC TOKENS SERIES LLC 5749 W AUGUSTA BLVD (Placeholder),abc tokens series 5749 w augusta blvd placeholder,,,,,,,,,Placeholder record created for unmatched case SVN016 (Original Owner: ABC TOKENS SERIES LLC 5749 W AUGUSTA BLVD)
PLACEHOLDER_cac0db67,MBH Property Management (Placeholder),mbh placeholder,,,,,,,,,Placeholder record created for unmatched case MBH001 (Original Owner: MBH Property Management)
PLACEHOLDER_30256625,Bee Zee Properties LLC (Placeholder),bee zee placeholder,,,,,,,,,Placeholder record created for unmatched case MLC190 (Original Owner: Bee Zee Properties LLC)
PLACEHOLDER_e2d383f1,Collard Properties LLC (Placeholder),collard placeholder,,,,,,,,,Placeholder record created for unmatched case APM001 (Original Owner: Collard Properties LLC)
PLACEHOLDER_bf469b49,"7300 North Avenue, LP (Placeholder)",7300 north avenue placeholder,,,,,,,,,"Placeholder record created for unmatched case PM009 (Original Owner: 7300 North Avenue, LP)"
PLACEHOLDER_833795f6,Deshe Real Estate Group LLC (Placeholder),deshe real estate placeholder,,,,,,,,,Placeholder record created for unmatched case APC079 (Original Owner: Deshe Real Estate Group LLC)
PLACEHOLDER_f675700e,Emmanuel Durosinmi (Placeholder),emmanuel durosinmi placeholder,,,,,,,,,Placeholder record created for unmatched case APC080 (Original Owner: Emmanuel Durosinmi)
PLACEHOLDER_364f5e8c,Deshe at 157th LLC (Placeholder),deshe at 157th placeholder,,,,,,,,,Placeholder record created for unmatched case APC081 (Original Owner: Deshe at 157th LLC)
PLACEHOLDER_a7bcde79,INTEGRITY3 LLC (Placeholder),integrity3 placeholder,,,,,,,,,Placeholder record created for unmatched case MLC191 (Original Owner: INTEGRITY3 LLC)
PLACEHOLDER_dd7238a6,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC192 (Original Owner: Ivy Park Homes)
PLACEHOLDER_ae06653f,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC193 (Original Owner: Ivy Park Homes)
PLACEHOLDER_5870df43,6015-23 N. Fairfield LLC (Placeholder),6015 23 n fairfield placeholder,,,,,,,,,Placeholder record created for unmatched case SPM045 (Original Owner: 6015-23 N. Fairfield LLC)
PLACEHOLDER_280edde1,Kotick Investments LLC (Placeholder),kotick placeholder,,,,,,,,,Placeholder record created for unmatched case SPM046 (Original Owner: Kotick Investments LLC)
PLACEHOLDER_345a13e5,7721 South Colfax LLC (Placeholder),7721 south colfax placeholder,,,,,,,,,Placeholder record created for unmatched case CKO068 (Original Owner: 7721 South Colfax LLC)
PLACEHOLDER_54111813,1020 E. HYDE PARK LLC (Placeholder),1020 e hyde park placeholder,,,,,,,,,Placeholder record created for unmatched case TBG002 (Original Owner: 1020 E. HYDE PARK LLC)
PLACEHOLDER_f6f12ca4,"Crestline Villas Arms, LLC (Placeholder)",crestline villas arms placeholder,,,,,,,,,"Placeholder record created for unmatched case APC082 (Original Owner: Crestline Villas Arms, LLC)"
PLACEHOLDER_83d32023,"Crestline Villas Management, LLC (Placeholder)",crestline villas placeholder,,,,,,,,,"Placeholder record created for unmatched case APC083 (Original Owner: Crestline Villas Management, LLC)"
PLACEHOLDER_1edb64dd,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC195 (Original Owner: Ivy Park Homes)
PLACEHOLDER_07f6319c,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC196 (Original Owner: Ivy Park Homes)
PLACEHOLDER_e95f6f51,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC197 (Original Owner: Ivy Park Homes)
PLACEHOLDER_e251511f,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC198 (Original Owner: Ivy Park Homes)
PLACEHOLDER_eb1b1519,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC199 (Original Owner: Ivy Park Homes)
PLACEHOLDER_c1aecb78,1756 West Sunnyside LLC (Placeholder),1756 west sunnyside placeholder,,,,,,,,,Placeholder record created for unmatched case MLC200 (Original Owner: 1756 West Sunnyside LLC)
PLACEHOLDER_b0a916d8,Lakewood Arthur Partners LLC (Placeholder),lakewood arthur partners placeholder,,,,,,,,,Placeholder record created for unmatched case MLC201 (Original Owner: Lakewood Arthur Partners LLC)
PLACEHOLDER_d6009e4c,7-13 N. Pine Investment Group LLC (Placeholder),7 13 n pine investment placeholder,,,,,,,,,Placeholder record created for unmatched case MLC202 (Original Owner: 7-13 N. Pine Investment Group LLC)
PLACEHOLDER_262a4b34,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC203 (Original Owner: Ivy Park Homes)
PLACEHOLDER_01fb9b6a,Ivy Park Homes (Placeholder),ivy park homes placeholder,,,,,,,,,Placeholder record created for unmatched case MLC204 (Original Owner: Ivy Park Homes)
PLACEHOLDER_77732bfb,6015-23 N. Fairfield LLC (Placeholder),6015 23 n fairfield placeholder,,,,,,,,,Placeholder record created for unmatched case SPM047 (Original Owner: 6015-23 N. Fairfield LLC)
PLACEHOLDER_16fe0b27,Symphony Holdings LLC.  (Placeholder),symphony placeholder,,,,,,,,,Placeholder record created for unmatched case SPM048 (Original Owner: Symphony Holdings LLC. )
PLACEHOLDER_c3470f22,Peaceful Holdings LLC (Placeholder),peaceful placeholder,,,,,,,,,Placeholder record created for unmatched case SPM049 (Original Owner: Peaceful Holdings LLC)
PLACEHOLDER_1b798f97,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO069 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_e119961c,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO070 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_237f1a14,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO071 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_304f22ec,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO072 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_b5bdde9f,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO073 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_8659bec3,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO074 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_536f7fd8,Jackson Highlands Properties LLC (Placeholder),jackson highlands placeholder,,,,,,,,,Placeholder record created for unmatched case CKO075 (Original Owner: Jackson Highlands Properties LLC)
PLACEHOLDER_d6f5b401,Xinxin Zhu (Placeholder),xinxin zhu placeholder,,,,,,,,,Placeholder record created for unmatched case APM002 (Original Owner: Xinxin Zhu)
PLACEHOLDER_662547bb,Dewitt D Patton Jr  (Placeholder),dewitt d patton jr placeholder,,,,,,,,,Placeholder record created for unmatched case APM003 (Original Owner: Dewitt D Patton Jr )
PLACEHOLDER_30d61e04,ESK LLC (Placeholder),esk placeholder,,,,,,,,,Placeholder record created for unmatched case M2P023 (Original Owner: ESK LLC)
PLACEHOLDER_cc2ebaf9,RTS Properties LLC - 1117 N Kildare Series (Placeholder),rts 1117 n kildare series placeholder,,,,,,,,,Placeholder record created for unmatched case RTS001 (Original Owner: RTS Properties LLC - 1117 N Kildare Series)
PLACEHOLDER_4535ec6d,Prime Management LLC (Placeholder),prime placeholder,,,,,,,,,Placeholder record created for unmatched case MLC205 (Original Owner: Prime Management LLC)
PLACEHOLDER_a0eaf7af,Prime Management LLC (Placeholder),prime placeholder,,,,,,,,,Placeholder record created for unmatched case MLC206 (Original Owner: Prime Management LLC)
PLACEHOLDER_41018afe,Prime Management LLC (Placeholder),prime placeholder,,,,,,,,,Placeholder record created for unmatched case MLC207 (Original Owner: Prime Management LLC)
PLACEHOLDER_607ce4a9,Prime Management LLC (Placeholder),prime placeholder,,,,,,,,,Placeholder record created for unmatched case MLC208 (Original Owner: Prime Management LLC)
PLACEHOLDER_4ccfbfee,Integrity 3 LLC (Placeholder),integrity 3 placeholder,,,,,,,,,Placeholder record created for unmatched case MLC209 (Original Owner: Integrity 3 LLC)
PLACEHOLDER_c1dacc01,Integrity 2 LLC (Placeholder),integrity 2 placeholder,,,,,,,,,Placeholder record created for unmatched case MLC210 (Original Owner: Integrity 2 LLC)
PLACEHOLDER_c9558f3d,Integrity 2 LLC (Placeholder),integrity 2 placeholder,,,,,,,,,Placeholder record created for unmatched case MLC211 (Original Owner: Integrity 2 LLC)
